[[-11.24563865,8.97198726,-8.19537486,-10.36705071,-10.40538314,1.65558057,0.84197846,2.0758848,-2.0481421,1.00763338,-1.22895487,0.0248996,1.85497515,-0.10518618,-0.33514452,-0.51774212,-0.50884427,0.05366753,-0.41201887],
[-0.13693032,-0.79445062,1.73200013,0.22105309,1.71443861,0.34922621,-0.18417581,-1.32925354,0.88544594,-0.59355864,0.92235771,-0.69489807,-0.11102318,1.23222877,1.6546231,0.30683769,1.93047003,-0.39378355,0.77547246],
[1.95835954,-0.07149524,-1.07597111,-0.82363183,-0.14602243,0.81276365,0.91137883,-0.79792759,0.49317389,-1.06465872,1.04634991,1.09624582,-0.57732864,0.3266515,0.96370522,0.14830387,1.67736781,-0.91027042,0.6780265],
[0.36843671,0.10362344,0.31658877,0.49001218,0.45016126,-1.5324642,1.48522438,-3.00785152,-0.46079439,-0.01403299,0.23371381,0.85261108,-0.59227818,1.35606194,-0.27713991,-1.5288328,0.3665977,-0.00789328,-0.56217718],
[0.09245702,-0.39803067,-0.57022852,-0.40900822,-2.20281283,0.27563748,1.090203,-0.72354228,-0.75977565,-1.62071505,1.79250791,-0.09675633,-1.13582574,0.69475116,-0.30267083,-0.53855936,-0.9994848,-0.79759677,0.17521185],
[0.03218216,-0.12574186,0.67401324,-0.36035629,0.07335674,1.21703991,0.04260066,-0.33326743,0.16779691,-0.39584215,0.64003491,-0.65217875,-1.27048861,0.15841466,0.80020011,1.31648458,-0.82480202,-0.39605094,-0.0436534],
[-1.03571101,0.09786624,-1.48517382,0.80877666,2.66516388,-1.85030251,1.40571193,-1.31119066,-1.91242653,0.71542877,-1.99212819,-0.77013077,-0.73011375,-1.57916218,-1.65744242,1.06650083,1.40256358,0.14905537,-0.52588472],
[-0.44944735,-0.93414204,0.16118817,-1.89815954,-0.78099194,-0.12610511,0.40196728,-0.23652645,-0.65943068,-1.66915826,0.39247961,0.72426421,0.05455445,0.66367065,-0.10191959,-0.97982837,0.35168255,-0.38259972,-0.08283025],
[0.14927811,2.43556007,-1.20657021,-0.1346062,-0.7618969,-0.26543732,0.62203192,0.23385879,-0.48710036,-0.15795943,0.774514,0.78679896,0.42110403,1.0502526,0.21026915,-0.77665399,1.05648893,-0.09287477,0.19900482],
[-9.44342385,11.43234903,-8.42112887,-10.8233894,10.13319941,0.26104143,-0.79449133,0.35767513,0.80777234,0.7389814,0.12341135,-0.67873165,1.3258554,0.06407763,-0.70971968,-0.33126023,0.22249885,-1.06948996,1.32943693],
[-0.83973387,0.73811556,-0.18026367,-1.72766619,1.17798668,-1.12017865,0.36574193,-1.81459366,0.30518912,0.29999019,-1.34592644,0.04853581,0.1452684,1.05745983,-0.11554466,-0.81342718,0.24312435,0.51076484,-1.43595241],
[0.15497906,0.05670524,1.57715348,-0.6067621,-0.4348414,-1.36695254,-0.23482869,-0.79238311,-1.23132326,0.14086796,1.37722446,0.04849415,0.31710806,-0.17322877,-1.08132374,0.0798201,1.09913557,-0.3468704,1.08064089],
[-0.82652548,0.26859389,-0.12330108,1.23030222,0.6956776,0.01605845,-2.06298037,1.21546259,-0.53994372,0.20844515,0.27731533,-2.32380379,-0.40104686,-0.66054842,-0.64674176,0.4726095,0.81108419,0.90342103,-1.44900495],
[0.18591374,1.81908695,1.34164,1.66243877,-0.23124955,0.13881398,-1.72894051,-0.33288124,-0.59874358,-0.68012871,-0.25319023,0.07279687,0.44787272,-0.4841552,0.44640022,0.60211223,0.17728119,1.33799614,0.16726459],
[-3.52454346e-01,-1.28680345e+00,2.38447287e+00,1.29550959e+00,-9.80226097e-02,-1.19075671e+00,-2.55008326e-01,2.48857218e-01,-1.45162017e-01,2.12965202e-01,-1.34842614e-01,1.22636450e+00,1.54325450e+00,1.13096162e+00,2.13986965e+00,2.07292088e-02,-9.27718666e-01,-8.67988598e-04,-6.53516389e-01],
[-1.18578107e+00,-1.90439746e-02,-3.85361538e-01,-1.74611298e+00,-2.02155576e+00,-1.93758398e+00,-1.44972640e+00,-1.67420362e+00,4.86854314e-01,-1.58837235e-01,2.21046316e-01,-7.37956779e-04,1.77709067e+00,-5.94055671e-01,-3.82092098e-01,-2.89880086e-01,3.02766831e-01,1.03899207e+00,-1.61501386e-02],
[-0.54793521,0.91763041,-0.00775901,0.81998122,-0.25729841,-0.86646843,-1.35058001,0.47920794,0.29509068,0.61293479,-1.51060793,0.38927143,0.44199376,0.27156275,-1.41857735,-0.21915019,1.74438647,1.37970589,-0.72612275],
[-0.45753632,-0.44482748,0.12557843,-0.70807728,-0.13258034,0.77514319,-0.7964563,0.33527258,-0.44533658,1.32776163,-0.1951362,-0.05765698,-0.41321781,0.51730562,1.09597639,-0.18017078,1.25010029,0.01492344,-0.05972591],
[1.41298104,0.34073298,0.0268044,3.03468265,-1.13428806,1.06774581,-0.65093914,1.59325929,0.11075125,-0.14957448,0.05737669,-0.2793079,0.11641678,0.31791564,0.81643442,1.11042721,-1.661235,1.12344668,-0.17806298],
[1.16692733,-0.33776699,2.40025704,-2.15209574,0.34593983,0.61775709,0.45547632,-2.16929218,0.94245615,-0.63944091,-2.9447249,2.50996559,-2.11824698,0.55340691,-1.06123433,0.04453956,-1.79138619,0.70401398,0.50676599],
[-0.80849814,-1.27388053,-1.09754005,0.31601404,0.41035055,0.0612337,0.21065027,2.41952019,-2.15273852,1.08335223,-0.13924519,0.7635937,-0.38853549,-0.05990316,-1.32977055,-0.80256036,-1.00307857,1.01690008,0.4887423],
[0.74116448,-0.66796248,0.21437496,-0.0362046,-0.8201125,-0.63227223,-1.04158809,2.20934574,0.28689882,0.00877913,-0.72541031,0.68993736,-0.73887886,0.41808559,1.37209086,1.16476414,-0.83307799,0.61093391,-1.77674623],
[-0.35509327,0.90759502,0.33864762,-1.36688981,-1.13157859,2.34715484,0.17289849,1.15377584,0.68405546,-1.20723218,0.14815546,-0.11364229,0.94589987,0.09324639,-1.00214091,0.24988672,1.1944247,-1.2200253,0.34545338],
[1.5321265,-0.23637581,-2.33394791,-1.4160097,0.12901629,0.42696913,-0.40859144,0.3586907,-0.67398951,-0.03340556,-1.00909268,0.34904889,0.24164255,-0.12372403,0.58727299,0.20192531,0.19656533,1.15035062,0.79520461],
[-0.05212982,1.3001029,-0.23712082,1.62439996,-0.40453659,-0.64277149,-0.16770816,1.56214995,-0.10622488,-0.54743738,0.44091657,-1.04749049,-1.74426154,0.61098661,-0.27212745,-0.76305627,1.67208567,0.30738723,0.36055439],
