[[0.01823669,0.25438245,0.25985402,-0.02432194,0.73033338,1.92994594,-0.37632219,1.73203381,0.30602288,-1.14237753,-0.89670275,-0.338743,-0.72437147,0.50790269,0.17357026,0.45780887,0.9480979,0.46666135,0.04931387,0.19815304,-0.521934,-0.86821528,-0.51055392,2.08210889,1.40946809,-0.34362735,0.30004062,0.87744561,0.76517241],
[0.48247993,-1.46478184,0.20883203,1.33981124,-0.46494045,-2.44180418,0.07347944,0.06591567,-1.47687363,0.41068532,-1.45825594,-1.48323619,0.2950475,0.55694128,1.89959407,-0.60613019,1.48158094,-1.16226311,0.35443613,0.16896331,0.47767268,1.23468077,-0.67788587,-0.36550633,0.18791236,-2.07404428,-0.87356239,0.83174148,-0.32416169],
[5.68893861e-01,-5.95504229e-01,-8.85336394e-02,-1.21528626e+00,-9.19556838e-01,8.54173193e-01,-7.94921939e-02,-1.41967320e+00,4.32371131e-02,1.77877796e-01,1.43600576e+00,9.89996108e-04,-6.97514785e-01,7.81992886e-01,-1.23533649e+00,5.46925147e-01,-1.32788673e+00,-4.51511708e-01,4.49630371e-01,1.26417956e+00,1.34409731e+00,-5.09729491e-01,1.54430293e+00,-1.93617689e-01,-7.11299381e-02,6.81335210e-01,-1.10592352e+00,8.35675129e-01,6.17522910e-01],
[0.88485738,-0.64572051,-1.37228589,-1.01604482,0.07292351,-1.24283811,-0.25134559,-0.20373019,0.78081666,-0.03734815,0.48195436,-1.44850326,0.34702673,-1.67255812,-0.1156116,0.68602286,-0.02041052,-0.0396457,0.70750911,1.30936734,0.31550792,-0.88349414,1.44090646,1.61193335,-0.42341361,0.51292116,0.36276572,-1.75803779,-0.2525293],
[1.60944596,1.79092939,-1.79836483,0.78098765,-0.55360913,0.93046346,-2.20661277,0.56233522,-1.21584764,0.22487787,1.93805403,-0.19058206,-1.37876696,0.76720355,-0.76655346,0.10215836,-0.244507,0.1758336,-0.98614957,0.95374028,-3.29069952,-0.8576574,-0.59786477,1.24446714,-0.91728933,-0.98010328,1.77975226,-0.93622313,1.70635628],
[-0.82368872,-1.28557291,-0.24134008,0.85145059,0.04735384,-0.48592086,1.287937,0.09396247,0.61419775,-0.13743636,-1.20819665,-1.19850723,0.05316396,-0.26914706,1.18162143,0.75613943,-0.76979454,2.11348245,-0.19650829,-0.4893402,-0.50395103,-0.69351834,-0.27891999,-2.57926033,1.56572694,-1.14272369,0.89297614,-2.06239842,0.89681098],
[-0.95060658,-1.84347077,0.75000016,-0.04027155,1.9355537,-0.66119156,-0.04093282,-0.53359653,-0.19526772,0.3324244,-1.29044375,0.34826721,-0.49932136,0.45812286,2.38939633,-0.37245774,-0.01046513,0.14395951,0.87724898,1.27437694,-0.84445804,0.81741455,2.8175548,0.17737825,0.27517803,-1.0200588,-1.36938638,-0.07190184,1.16843089],
[0.54483028,0.65757315,0.26450085,-0.95475287,-1.90405881,-1.38180793,0.32411415,-0.69586704,-1.41239298,0.83146767,1.06352185,0.93316424,2.22962728,2.09780241,1.8382153,-0.04635416,-0.4801388,-1.01114775,0.16524789,-1.6847152,-1.86924917,-0.5767463,1.15726715,1.66291667,-0.20565704,1.65578141,2.9774095,-1.03637806,0.68205139],
[0.39672527,0.49129767,2.54900081,0.25472346,0.764842,-0.0181299,1.1441513,0.56150233,0.48116913,-1.32552371,0.12030497,0.12989565,-0.01176714,-1.59192242,1.3180593,0.06608004,0.32903776,-1.15295385,1.28398004,-0.46268723,-2.52304309,0.30012085,-0.75392348,-0.9734501,-0.13628448,0.68758494,-0.75116233,0.71356969,-0.56703281],
[-1.0721388,1.22301709,-0.54995284,0.50603215,0.34735969,-1.06404137,0.93011085,-1.16697701,-0.4283213,0.10997939,-0.62734115,-1.10855766,-0.91886394,1.26556656,-0.67107887,-0.23672408,-0.45089674,1.59625261,-0.57230488,0.80304235,0.65666456,0.30816011,-0.02024856,0.1040826,0.10185269,-0.25490955,0.07310384,1.28960113,-0.04901387],
[-0.6408544,1.12884501,-0.1588861,0.26801768,0.69066306,-0.26037394,-0.06788339,0.37956373,-0.24522958,-1.52083712,-0.04380877,-0.08825954,2.97671035,-0.22290868,0.34481798,0.89847228,0.28985971,-0.5093474,-0.61419007,0.99408351,-0.48414014,0.1326736,-0.51459902,1.34025626,-0.96790026,-0.22744536,-0.07265775,3.25462957,-1.10518513],
[-2.0631624,-0.72246416,-0.96460767,-0.92335039,-1.03804566,1.42501568,0.17654194,1.11135728,1.03411417,0.80114821,1.59133942,0.74690045,-0.99948962,0.45108782,0.22865972,1.45731049,0.00323669,-1.11866856,1.25542343,0.73276896,0.58450208,1.05290758,2.68941837,-1.87349078,-0.01289369,0.07706007,0.38513541,-0.12123341,0.9036112],
[-1.58613361,-0.49519225,-0.45367275,-1.02254514,0.22537321,-0.16795368,-0.39098478,0.58625818,-0.82445923,1.26996169,0.05147709,0.39152842,-0.01649263,-0.46914706,-1.4692633,0.13843125,-0.31095122,-1.26435576,0.46247384,0.88750341,1.20893598,-0.48614311,-0.03490649,-0.82917353,-2.17399294,0.38747366,-0.1492252,-0.85187954,-0.13216958],
[-1.35965874,-2.18327507,-0.71321946,1.07219323,-0.24169387,0.59138459,-0.9181042,0.36842962,1.80938929,0.3641595,-1.03901227,-0.70153449,-0.24138106,0.39487198,1.1413971,-0.17495308,0.8273689,1.01569258,-1.15106044,1.18884672,-1.2724022,0.8241771,1.19048906,-0.42509347,0.71940133,-0.18096054,0.76162368,1.11939553,0.88106632],
[-0.15854438,-1.91689314,1.51818105,1.31181493,0.20165386,0.31759288,-0.68975246,0.29311614,-0.62208545,0.13843036,-1.18987773,-0.03916132,0.06075379,0.14587818,-0.69965213,0.17437105,0.6536037,0.38897212,0.52365859,-0.22264371,0.11303007,1.2439067,-0.65465782,-0.73900525,-1.03776711,0.17003028,-1.02269611,0.23214489,0.21622668],
[-0.78570492,-0.26843406,0.44606165,0.23936493,-2.48391597,0.96375011,-1.75527595,-0.48206662,-1.28095813,0.55519167,-0.48618186,0.09125159,-0.0841264,0.06455515,0.81870623,1.26311906,-0.70480954,-0.43448791,-1.77554449,0.87983006,-0.32397962,0.57937741,0.03067676,-1.30288255,0.82462153,0.33760963,0.34761079,0.41113306,-0.85189146],
[0.13815088,0.97389029,1.56705987,0.9561299,-0.22344095,-0.35364566,1.67117579,0.49615846,0.48996668,0.35444597,-0.73008427,0.13985569,1.27603011,-0.10529858,3.18538769,-1.11465669,-2.68410499,0.79275077,0.38229549,-0.02556603,-0.81297835,-0.41465043,1.37480209,0.50143406,1.30749774,-0.53819527,-1.42952053,0.24732051,-2.2211033],
[0.56131387,-0.39307004,0.43184452,-0.94686318,0.52579686,2.76086338,0.38458347,-0.37114002,0.98128318,-0.65605745,1.04108628,-0.44628245,0.78340058,-0.47080911,-0.83960575,-1.17660459,-0.17904075,0.20311234,0.9660253,0.06927228,1.76715586,-0.77147374,-1.83698988,-0.06021046,1.42060799,0.10697496,1.02597338,0.34298928,-0.13502927],
[-0.08612919,-0.35238786,-1.28519666,-0.58425874,0.37344132,1.37366057,0.67052783,-0.29933984,0.49569819,-0.25898569,0.70754345,-0.99667147,-0.08607981,0.2961832,1.39524803,-0.96737377,-0.27991825,-1.81146305,0.62940999,0.86124429,-1.16605019,-0.49994856,0.06277347,-0.3583904,0.90925224,0.55383499,-0.53316941,0.24218054,-1.59275246],
[-1.72110084,-1.25039055,0.80815249,1.23442464,-1.46282735,0.97432613,-0.06633946,-1.25870983,-0.92357921,-0.26131748,0.88882181,-0.50049572,-1.68021644,-0.378641,0.11809958,-1.17867132,0.09916444,-0.17469107,-0.192198,-0.62483307,0.10083461,-1.00244971,1.60058061,0.44003255,0.99691607,0.57417122,0.59095688,0.79374229,1.48978473],
[1.09519008e+01,9.39600468e+00,-1.05263408e+01,-1.15331877e+01,9.99437345e+00,-2.99986627e-01,2.00174837e-01,-4.51578733e-01,3.99210624e-04,5.14794554e-01,-1.67525380e+00,1.38260341e+00,1.24644394e+00,4.80418278e-01,9.70509090e-01,4.28693197e-01,-1.38522853e-01,-1.22248786e+00,7.02384040e-01,-3.00805488e-01,-5.13035783e-01,1.04422049e+00,-4.79890547e-01,2.68972980e-01,-7.27949441e-01,-1.61510468e+00,-1.28830096e+00,1.01492975e+00,-4.40131148e-01],
[1.49051655,0.16858309,-0.84017844,0.88559439,0.33251218,-0.5383311,1.65181619,1.14145589,-0.91937722,2.10210076,0.91732363,0.62655477,0.13242033,-0.03001197,0.52947885,-3.06458478,-0.43516571,0.25205956,0.0339661,1.45044187,-0.31195958,0.35235485,-0.61855742,0.97006665,-1.09105715,0.98984112,-0.51387435,0.91396947,-0.09856145],
[-9.65641783,-10.26846264,-7.525698,-11.18532959,-9.53981862,0.49208145,-0.23785948,0.47050204,1.05095054,-1.51149683,-0.48582867,1.68193473,0.74918001,1.08584818,-0.86482357,-0.01754538,-0.65059491,-0.1843327,0.7482918,1.60486963,-1.96642028,-1.06412225,0.03489192,-1.14717959,-1.582876,1.16991108,1.34725867,-0.36705368,-2.17493314],
[-0.03992175,-0.81641654,-0.92850025,0.87665222,0.54062557,-1.61235857,0.10248485,-0.52082446,-0.850459,0.37556111,-0.7548654,-1.07039963,0.03931316,0.29795377,0.98500128,-0.93212539,-0.64779215,-1.50361301,0.47434417,-2.26702582,1.34596109,-1.5778438,-1.0505899,-0.3531485,-1.05535689,-2.08438938,2.30024011,-0.10509488,2.21122429],
