[[1.0067585,-1.34840505,0.70411222,0.8359932,0.03107316,-1.49696325,-1.5370068,0.41392452,0.70039622],
[0.06145337,-1.03100021,0.41770074,1.69790973,-0.23764241,0.77367191,1.4308481,-1.88851276,-0.64066196],
[-0.93945147,1.13502558,0.31604273,0.42566595,1.57998797,-1.48391626,-0.51497479,-1.1237704,-0.24133473],
[-0.99098345,0.91906769,0.18152155,-1.21061486,-1.93646446,0.11568108,0.22758143,-0.66662068,-0.24252346],
[-0.71282099,0.27929878,0.19245873,0.52794819,-0.25447073,2.52080486,-0.41537816,1.92509602,0.98737605],
[-9.25536592,8.92701833,9.52385055,-9.58890228,12.24393983,0.21650508,-0.11532009,1.62463768,-0.65270716],
[0.37690427,0.73151827,-1.23096846,-0.93141421,1.4319979,0.92469546,0.84169236,-0.15428633,0.13193764],
[-1.57507914,0.04984019,-0.6316381,-0.54366237,-0.36167306,-1.3054281,1.20507219,-1.24065738,-1.02595613],
[1.13566412,-0.15038161,-3.45355547,0.1659813,-0.30778955,0.8362753,-0.1670895,-1.42074946,-0.04717157],
[-0.42462969,-1.71770552,0.17650191,-0.51893239,1.05154936,-0.31253439,-0.42227309,-0.74572381,1.41644916],
[7.80133764,9.61956926,-10.4077206,-10.23147895,12.73529403,-1.3986154,2.83638079,0.95674618,-1.06586629],
[1.41490494,0.07120375,0.16157922,0.74114687,0.41746249,0.62937458,0.3537444,0.96179309,1.25578902],
[1.70321818,0.08734927,1.43046504,-0.97107986,0.78418757,0.03219691,-1.36288235,-0.61699291,0.45411952],
[0.89911953,-1.37314511,0.18415552,-2.84487513,-1.13597305,-1.16546954,-2.13146721,-1.17700668,-0.68833924],
[9.93632785,-12.13114381,-10.74698275,10.75552606,9.37726352,0.48394037,-1.266098,-0.33818304,-0.24536018],
[-0.39295735,-0.7333618,0.9871977,0.98529423,-0.61268776,0.51924127,1.23786006,0.75016904,-0.45712266],
[-0.05198015,0.51530332,0.30935621,0.64417403,-0.42490118,1.16492586,0.48290767,-0.87757806,-0.44725544],
[-1.16414207,-0.6740925,-0.02323258,0.48967864,-0.65623479,1.04914792,-0.68308446,0.42924866,2.1817536],
[0.15408674,0.06637924,-1.60690581,-0.02607464,-0.49733024,-1.0487515,0.40017911,0.4380081,-0.49203076],
[-11.67803949,7.47831162,9.01884129,-11.8166675,9.77371072,-0.9078879,0.15818389,0.71242657,-0.27610329],
[8.75136331,-8.63153136,-10.17124218,-9.87054915,-8.57210944,-0.2864421,-0.6900691,-0.53133685,0.95917521],
[-0.47341767,-2.31513614,1.16917485,0.15098041,0.73417933,-0.0101947,-0.07843846,0.37398513,-0.68196263],
[-0.41246568,1.4636245,0.58045914,0.39309922,-0.15485554,-0.03588912,-2.86141674,-0.60806754,-1.21618366],
[-0.1012993,-1.23348312,-0.01493161,1.82845777,0.22824594,0.66540581,0.31908831,-0.32400101,0.0163955],
[0.86808139,1.09959204,-0.66902673,-0.12723819,0.76890172,0.84434195,0.59465394,0.17779711,1.78694393],
[0.20343225,-0.39838349,-0.2161019,-0.69964473,-1.25571505,-0.80569078,-1.67607139,0.52930549,3.25195126],
[-9.97390033e+00,-9.86198594e+00,-9.26521837e+00,-1.10648759e+01,-9.01793441e+00,-4.92075758e-01,-1.62941124e+00,-1.07948428e+00,1.77663116e-03],
[-1.4540375,1.62722553,-0.95790275,0.50146639,0.46578505,-1.51673873,0.305396,0.79354488,0.01273598],
[-0.23104252,-0.67915053,0.63989174,-0.07953776,1.60538078,0.62653724,0.84551345,-0.35029004,0.72182427],
[-1.19186444,0.85613528,-0.01485408,1.07751045,1.61479023,0.33351058,0.5357429,0.50887354,-1.11548583],
[0.62696317,-0.17000042,1.2040257,-0.29065074,1.8870592,-0.87943339,1.37350056,1.19040143,-1.44474848],
[1.72429916,-0.1081081,-0.05168325,-0.66375016,0.932413,1.78533353,1.1062939,-0.34765287,-1.08582677],
[-2.97988411,1.12678829,0.01865455,-0.60866998,0.59684613,-0.37755576,1.05331049,0.30585648,-0.70369307],
[1.07511402,-0.1754323,0.94557971,-0.02187735,0.26151476,1.3362535,0.08940806,0.20617906,-1.99594611],
[-0.17147015,0.05250682,-2.87623033,-0.85910009,1.41233764,-2.42677273,1.85340159,0.9509593,0.21633749],
[0.31974515,-0.65616024,-0.60043054,-0.27868898,0.88212491,0.47049831,0.49449387,-0.94099098,1.86153553],
[-0.75746839,-0.40101137,-0.10198988,0.70802765,-0.31595222,-0.41044121,-1.30555186,-0.60790921,0.01604591],
[-1.09160548,-0.89689188,-1.22422209,-1.67003448,0.39104929,-1.22202852,0.98688333,0.27339525,0.84184715],
[-1.04881293,-0.89055324,-2.51108046,0.61298065,-0.92374658,1.1983606,1.79879062,-1.27400092,-0.28497623],
[-0.72506704,0.64871338,-0.3809362,-1.43892421,-0.50696855,-0.79696656,0.39984843,0.10499924,0.87467737],
[1.2934853,-0.58456173,0.21994106,-1.29231168,2.01952686,1.1293986,-1.57096193,0.38213403,-0.45539001],
[-0.5673536,0.8525721,-0.11205046,-0.05575923,-1.34399438,-1.29413299,-0.07600706,2.39475136,-0.01813914],
[0.59660114,1.40787183,-1.20577821,0.0046038,0.17518095,-1.06131439,0.78042046,-0.48275684,0.04418503],
[-0.97618157,0.90211219,0.43423841,-0.54409373,0.79525971,-1.1258535,0.08483215,-0.41955736,-1.32204854],
